StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1.2,Q3.1,Q4.1,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,Q4.3_5,Q4.3_6,Q4.3_7,Q4.1_1,Q4.1_2,Q4.1_3,Q4.1_4,Q4.1_5,Q6.1,Q6.2,Q6.3,Q7.1_1,Q8.2,Q8.3,Q8.4,Q8.5,Q8.6,Added - Q1,Added - Q2,Added - Q3,Added - Q4,Added - Q5,Added - Q6,Added - Q7,Added - Q8,Added - Q9,Q40.1,Q_BallotBoxStuffing,rid,pid,SUPPLIER_ID,SUPNAME,screener,who,outcome,casualty
2021-08-30 18:07:57,2021-08-30 18:12:48,IP Address,100,290,True,2021-08-30 18:12:49,R_1Q45jQSEOHGs3Lr,anonymous,JA,1,参加することに同意します,たまに注意を払っている,"毎日,まったくない",やや悪い,やや悪い,どちらともいえない,やや良い,どちらともいえない,やや良い,やや悪い,あまり信頼することができない,かなり信頼することができる,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,どの政党も支持していない,,自由民主党,5,女,28,大学・大学院,京都府,０〜１９９万円,どちらともいえない,どちらかといえば、支持する,どちらかといえば、支持する,どちらかといえば、同意しない,どちらかといえば、評価すると思う,退避を希望する日本の民間人の命を最優先してほしい,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができた,出た,何もない,,612d567b-e63b-b666-0513-1de76ea4f1b7,5234334878,1119,GMOResearch-Link,,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 18:09:06,2021-08-30 18:14:13,IP Address,100,306,True,2021-08-30 18:14:13,R_1GOGSBn7WtdHAuE,anonymous,JA,1,参加することに同意します,いつも注意を払っている,"毎日,まったくない",やや悪い,どちらともいえない,やや悪い,やや良い,どちらともいえない,やや悪い,どちらともいえない,あまり信頼することができない,かなり信頼することができる,あまり信頼することができない,やや信頼することができる,やや信頼することができる,日本維新の会,あまり熱心でない支持者,,6,男,60,大学・大学院,大阪府,６００〜７９９万円,評価しない,支持しない,どちらかといえば、支持する,同意しない,どちらかといえば、評価すると思う,あまりにも自分勝手,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出た,なにもない,,612d56f1-f0c7-2d8b-9b18-511a073421a2,4705161,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,複数の死傷者が出ました
2021-08-30 18:12:08,2021-08-30 18:16:01,IP Address,100,232,True,2021-08-30 18:16:01,R_26alLOuXYDJJQbw,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",かなり悪い,かなり悪い,かなり悪い,どちらともいえない,かなり悪い,かなり悪い,かなり悪い,ほとんど信頼することができない,やや信頼することができる,ほとんど信頼することができない,ほとんど信頼することができない,ほとんど信頼することができない,どの政党も支持していない,,立憲民主党,4,男,35,大学・大学院,東京都,１０００〜１１９９万円,どちらともいえない,どちらともいえない,どちらともいえない,どちらかといえば、同意する,どちらかといえば、評価すると思う,何もない,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出た,何もない,,612d57ab-721f-f305-9e64-ac5842520862,103514851,1119,GMOResearch-Link,,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 17:57:55,2021-08-30 18:16:58,IP Address,100,1143,True,2021-08-30 18:16:58,R_1oHBM2hzlg4STYV,anonymous,JA,1,参加することに同意します,たまに注意を払っている,"毎日,まったくない",やや悪い,やや悪い,やや悪い,やや悪い,やや悪い,やや悪い,やや悪い,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,どの政党も支持していない,,その他,4,女,56,短大・高専,静岡県,８００〜９９９万円,どちらかといえば、評価しない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,何もない,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612d542a-9f4b-f9bf-3f10-d5b1cdf0bdf0,102679255,1119,GMOResearch-Link,,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 18:12:22,2021-08-30 18:18:13,IP Address,100,351,True,2021-08-30 18:18:14,R_3oTl4iPVLDrqOZL,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",やや悪い,やや悪い,やや悪い,どちらともいえない,やや悪い,どちらともいえない,やや悪い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,やや信頼することができる,やや信頼することができる,立憲民主党,あまり熱心でない支持者,,3,男,60,大学・大学院,富山県,６００〜７９９万円,評価しない,どちらかといえば、支持する,どちらかといえば、支持する,どちらともいえない,どちらともいえない,歓声が鈍い,防衛大臣,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,特にない,,612d57b2-8259-8a73-8c10-788d53ba2e50,102385394,1119,GMOResearch-Link,,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 18:16:47,2021-08-30 18:19:13,IP Address,100,145,True,2021-08-30 18:19:13,R_3HiCHI56IWDbqqL,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",やや悪い,やや悪い,どちらともいえない,どちらともいえない,やや悪い,どちらともいえない,やや悪い,やや信頼することができる,やや信頼することができる,やや信頼することができる,やや信頼することができる,あまり信頼することができない,どの政党も支持していない,,国民民主党,5,女,22,大学・大学院,兵庫県,２００〜３９９万円,どちらかといえば、評価しない,どちらかといえば、支持する,どちらかといえば、支持する,どちらともいえない,どちらかといえば、評価しないと思う,何もない,国会,作戦は失敗し、２台を除いて無事に空港まで護送することができなかった,死傷者に関する記載はなかった,何もない,,612d58c1-c07b-2c90-b793-d1657580d232,5236661429,1119,GMOResearch-Link,,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 18:13:39,2021-08-30 18:19:26,IP Address,100,346,True,2021-08-30 18:19:26,R_YXQiaUdKtxX1hyF,anonymous,JA,1,参加することに同意します,全く注意していない,"毎日,まったくない",どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,やや信頼することができる,やや信頼することができる,やや信頼することができる,やや信頼することができる,ほとんど信頼することができない,どの政党も支持していない,,日本維新の会,1,女,27,高校・旧制中学校,静岡県,１２００〜１３９９万円,どちらともいえない,支持しない,どちらともいえない,どちらかといえば、同意する,どちらともいえない,何もない,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出た,何もない,,612d5790-cbff-7f35-112e-4251296e9eb7,5234099480,1119,GMOResearch-Link,,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,複数の死傷者が出ました
2021-08-30 18:13:41,2021-08-30 18:19:45,IP Address,100,363,True,2021-08-30 18:19:46,R_3IQ5LgbDCLUn3MU,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",やや悪い,やや悪い,どちらともいえない,やや悪い,かなり悪い,どちらともいえない,やや悪い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,どの政党も支持していない,,日本維新の会,5,女,62,高校・旧制中学校,新潟県,４００〜５９９万円,どちらかといえば、評価しない,どちらともいえない,どちらともいえない,どちらかといえば、同意しない,評価すると思う,何もない,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができた,出た,何もない,,612d5803-d1cb-adbe-bf0b-707f160752bd,18540157,1303,"Monitas(Gain,Inc.)-Link",,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 18:10:20,2021-08-30 18:21:32,IP Address,100,672,True,2021-08-30 18:21:33,R_Aagvq5tWbRGaK9r,anonymous,JA,,参加することに同意します,時々注意を払っている,"毎日,まったくない",どちらともいえない,やや悪い,やや悪い,どちらともいえない,やや悪い,どちらともいえない,やや悪い,ほとんど信頼することができない,あまり信頼することができない,ほとんど信頼することができない,ほとんど信頼することができない,ほとんど信頼することができない,自由民主党,あまり熱心でない支持者,,4,男,27,大学・大学院,愛知県,１４００万円以上,どちらともいえない,支持しない,どちらかといえば、支持する,どちらともいえない,評価すると思う,何もない,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台も無事に空港まで護送することができなかった,出なかった,何もない,,612d5732-3142-0339-96f4-c719f5543e69,103483906,1119,GMOResearch-Link,,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
2021-08-30 18:17:26,2021-08-30 18:21:37,IP Address,100,251,True,2021-08-30 18:21:38,R_1QDRphMDlbtff89,anonymous,JA,1,参加することに同意します,たまに注意を払っている,"毎日,まったくない",やや悪い,どちらともいえない,やや良い,どちらともいえない,やや悪い,やや良い,やや良い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,やや信頼することができる,やや信頼することができる,どの政党も支持していない,,自由民主党,4,男,29,専門学校,神奈川県,４００〜５９９万円,どちらかといえば、評価しない,支持する,どちらかといえば、支持する,どちらかといえば、同意する,評価すると思う,何もない,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612d58e4-5743-1881-a2b5-fc14b5285f7f,25390305,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 18:17:56,2021-08-30 18:21:43,IP Address,100,227,True,2021-08-30 18:21:43,R_3Dihm8soQCUgYIJ,anonymous,JA,1,参加することに同意します,いつも注意を払っている,"毎日,まったくない",やや良い,どちらともいえない,どちらともいえない,どちらともいえない,やや悪い,どちらともいえない,どちらともいえない,やや信頼することができる,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,やや信頼することができる,自由民主党,あまり熱心でない支持者,,6,男,55,大学・大学院,東京都,１０００〜１１９９万円,どちらかといえば、評価する,支持する,支持する,どちらかといえば、同意しない,どちらともいえない,何もない,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612d58f5-bdac-fa15-56bc-4d50b4359ff9,25141250,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 18:19:36,2021-08-30 18:22:33,IP Address,100,176,True,2021-08-30 18:22:34,R_beBljHd3dNSG7vz,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",どちらともいえない,どちらともいえない,やや良い,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,どの政党も支持していない,,自由民主党,4,女,24,大学・大学院,広島県,２００〜３９９万円,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらかといえば、評価すると思う,特にない,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出た,とくにない,,612d5940-a49f-c1cc-aaba-d6f72c9bd17c,103384325,1119,GMOResearch-Link,,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,複数の死傷者が出ました
2021-08-30 18:13:51,2021-08-30 18:22:59,IP Address,100,548,True,2021-08-30 18:23:00,R_79DBX3hd6tlx5Id,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",やや悪い,やや悪い,やや悪い,やや悪い,どちらともいえない,どちらともいえない,やや悪い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,どの政党も支持していない,,日本共産党,3,男,51,専門学校,広島県,６００〜７９９万円,どちらともいえない,どちらかといえば、支持する,どちらともいえない,どちらかといえば、同意しない,どちらかといえば、評価すると思う,日本国として、どのように協力できるか、また、実際に現地で携わっている自衛隊の人が安全であるのが一番と思う。,防衛大臣,作戦は失敗し、２台を除いて無事に空港まで護送することができなかった,死傷者に関する記載はなかった,何もない,,612d57f2-6f0a-7cdd-4658-216d15c476f5,9182817,1303,"Monitas(Gain,Inc.)-Link",,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 18:19:27,2021-08-30 18:24:06,IP Address,100,279,True,2021-08-30 18:24:06,R_1q9VpM82agl0Yz5,anonymous,JA,0.89999997615814208984375,参加することに同意します,時々注意を払っている,"毎日,まったくない",やや悪い,やや悪い,どちらともいえない,やや悪い,かなり悪い,どちらともいえない,かなり悪い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,やや信頼することができる,自由民主党,あまり熱心でない支持者,,3,男,30,大学・大学院,山口県,６００〜７９９万円,どちらともいえない,どちらかといえば、支持する,どちらともいえない,どちらかといえば、同意する,どちらかといえば、評価すると思う,もう少し外堀を埋めてから遂行すべき,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出た,いろいろなことを想定することは大事,,612d594c-a3ae-7c88-9eb6-d19343732040,19468289,1303,"Monitas(Gain,Inc.)-Link",,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,複数の死傷者が出ました
2021-08-30 18:19:16,2021-08-30 18:24:23,IP Address,100,307,True,2021-08-30 18:24:23,R_21AFQnVF0JwJAXn,anonymous,JA,1,参加することに同意します,全く注意していない,"毎日,まったくない",やや悪い,やや悪い,どちらともいえない,どちらともいえない,かなり悪い,どちらともいえない,やや悪い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,やや信頼することができる,どの政党も支持していない,,その他,3,女,47,高校・旧制中学校,愛知県,６００〜７９９万円,どちらともいえない,どちらかといえば、支持する,どちらかといえば、支持しない,どちらかといえば、同意する,どちらかといえば、評価すると思う,何もない,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612d5968-0b01-6dbc-7390-140a88ac7706,11659079,1303,"Monitas(Gain,Inc.)-Link",,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 18:21:41,2021-08-30 18:24:47,IP Address,100,186,True,2021-08-30 18:24:48,R_pn5j4ZzERdjhTCp,anonymous,JA,1,参加することに同意します,たまに注意を払っている,"毎日,まったくない",やや悪い,やや悪い,どちらともいえない,やや悪い,どちらともいえない,やや悪い,どちらともいえない,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,どの政党も支持していない,,その他,5,女,45,専門学校,東京都,２００〜３９９万円,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,何もない,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612d59ce-c55d-e823-4f8b-c9b9d0841764,103031535,1119,GMOResearch-Link,,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
2021-08-30 18:21:07,2021-08-30 18:24:53,IP Address,100,226,True,2021-08-30 18:24:53,R_pxZV5xNrRpTIqKR,anonymous,JA,0.89999997615814208984375,参加することに同意します,たまに注意を払っている,"毎日,まったくない",どちらともいえない,やや悪い,どちらともいえない,やや悪い,かなり悪い,どちらともいえない,やや悪い,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,どの政党も支持していない,,その他,4,女,21,大学・大学院,愛知県,０〜１９９万円,どちらともいえない,どちらかといえば、支持する,どちらともいえない,どちらかといえば、同意する,どちらともいえない,何もない,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612d59c4-8cd6-4412-5bfe-28d300616601,103524459,1119,GMOResearch-Link,,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 18:16:38,2021-08-30 18:24:54,IP Address,100,495,True,2021-08-30 18:24:55,R_3OjjQzR6Q6YJUig,anonymous,JA,0.89999997615814208984375,参加することに同意します,たまに注意を払っている,"毎日,まったくない",やや悪い,やや悪い,やや悪い,やや悪い,どちらともいえない,やや悪い,やや悪い,ほとんど信頼することができない,ほとんど信頼することができない,ほとんど信頼することができない,ほとんど信頼することができない,ほとんど信頼することができない,どの政党も支持していない,,その他,4,女,41,短大・高専,三重県,４００〜５９９万円,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,"国同士が争うことに何もメリットはなく、ただただ悲しい気持ちになるだけ。
なぜ平和にできないのか。",自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,死傷者に関する記載はなかった,この調査が何に使われるか謎,,612d58bc-8dda-fd71-cfdf-e3789a4b1e2b,103290853,1119,GMOResearch-Link,,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,複数の死傷者が出ました
2021-08-30 18:22:22,2021-08-30 18:25:01,IP Address,100,158,True,2021-08-30 18:25:01,R_e4IeVXk2OUV1ddf,anonymous,JA,0.89999997615814208984375,参加することに同意します,いつも注意を払っている,"毎日,まったくない",やや良い,やや悪い,やや良い,やや悪い,やや悪い,やや悪い,やや悪い,あまり信頼することができない,やや信頼することができる,やや信頼することができる,やや信頼することができる,やや信頼することができる,自由民主党,あまり熱心でない支持者,,4,女,26,大学・大学院,東京都,２００〜３９９万円,どちらともいえない,どちらかといえば、支持する,どちらかといえば、支持する,どちらかといえば、同意する,どちらかといえば、評価しないと思う,何もない,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612d5a12-4652-d9be-b202-f05ae9a0ea3f,103417569,1119,GMOResearch-Link,,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 18:20:23,2021-08-30 18:25:12,IP Address,100,288,True,2021-08-30 18:25:13,R_2rG9A1rGYMTHSxn,anonymous,JA,0.89999997615814208984375,参加することに同意します,時々注意を払っている,"毎日,まったくない",どちらともいえない,やや悪い,どちらともいえない,どちらともいえない,やや悪い,どちらともいえない,どちらともいえない,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,どの政党も支持していない,,その他,4,女,28,大学・大学院,大阪府,８００〜９９９万円,どちらかといえば、評価しない,どちらかといえば、支持する,どちらかといえば、支持する,どちらともいえない,どちらともいえない,まだここで意見できるほど詳しくを知らないので述べられません。,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができた,出た,何もない,,612d598e-245c-9064-f09b-d4da351bbbc4,2522957456,1119,GMOResearch-Link,,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 18:19:00,2021-08-30 18:25:33,IP Address,100,392,True,2021-08-30 18:25:33,R_1OIiPI6EoFmFlAX,anonymous,JA,1,参加することに同意します,いつも注意を払っている,"毎日,まったくない",やや悪い,やや悪い,やや悪い,どちらともいえない,やや悪い,どちらともいえない,やや悪い,あまり信頼することができない,かなり信頼することができる,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,自由民主党,熱心な支持者,,5,男,52,大学・大学院,大阪府,２００〜３９９万円,どちらかといえば、評価する,支持しない,支持しない,どちらかといえば、同意する,どちらかといえば、評価すると思う,何もない,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出た,何もない,,612d5918-02cd-1fc5-5822-c07abaa38bd7,22181178,1303,"Monitas(Gain,Inc.)-Link",,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,複数の死傷者が出ました
2021-08-30 18:22:27,2021-08-30 18:25:53,IP Address,100,206,True,2021-08-30 18:25:53,R_s75QtvFWSunrSdr,anonymous,JA,0.89999997615814208984375,参加することに同意します,たまに注意を払っている,"毎日,まったくない",やや悪い,やや悪い,やや悪い,どちらともいえない,やや良い,どちらともいえない,やや悪い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,どの政党も支持していない,,日本共産党,4,女,54,高校・旧制中学校,埼玉県,４００〜５９９万円,どちらともいえない,どちらかといえば、支持しない,どちらかといえば、支持しない,どちらかといえば、同意しない,どちらかといえば、評価しないと思う,何もない,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出た,何もない,,612d59d7-9583-b9c7-6a62-4af3bd4137f3,22274701,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 18:21:18,2021-08-30 18:25:53,IP Address,100,274,True,2021-08-30 18:25:53,R_1osTlAKDFSf9UAF,anonymous,JA,1,参加することに同意します,たまに注意を払っている,"毎日,まったくない",やや悪い,やや悪い,やや悪い,やや悪い,やや悪い,やや悪い,やや悪い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,どの政党も支持していない,,自由民主党,4,男,40,大学・大学院,千葉県,６００〜７９９万円,どちらともいえない,どちらともいえない,どちらかといえば、支持する,どちらかといえば、同意する,どちらかといえば、評価すると思う,どうしてこのような危険な国に日本人が在住しているのか,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出なかった,難しい問題だと思う,,612d59d0-560f-e974-5f19-b73382e782cc,103505341,1119,GMOResearch-Link,,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
2021-08-30 18:22:09,2021-08-30 18:25:56,IP Address,100,226,True,2021-08-30 18:25:57,R_2cjcAxW2Okh47iy,anonymous,JA,1,参加することに同意します,たまに注意を払っている,"毎日,まったくない",かなり悪い,かなり悪い,どちらともいえない,どちらともいえない,かなり悪い,どちらともいえない,やや悪い,ほとんど信頼することができない,かなり信頼することができる,ほとんど信頼することができない,あまり信頼することができない,ほとんど信頼することができない,どの政党も支持していない,,その他,4,男,37,高校・旧制中学校,愛知県,０〜１９９万円,どちらかといえば、評価しない,支持する,支持する,同意しない,どちらかといえば、評価すると思う,ニュースを見ないので分からないがさっきの話はいいと思った,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612d59fe-db5a-017e-3285-e1627bdd15c2,1496911,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 18:15:00,2021-08-30 18:26:10,IP Address,100,669,True,2021-08-30 18:26:11,R_2XdhVYBtMJfHV10,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,やや悪い,どちらともいえない,どちらともいえない,やや信頼することができる,やや信頼することができる,やや信頼することができる,やや信頼することができる,やや信頼することができる,自由民主党,あまり熱心でない支持者,,5,男,69,高校・旧制中学校,愛知県,２００〜３９９万円,どちらかといえば、評価する,支持する,支持する,どちらともいえない,評価すると思う,何もない,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出た,何もない,,612d582b-3a7d-efeb-5c5c-f2140f6108c4,18078080,1303,"Monitas(Gain,Inc.)-Link",,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 18:19:02,2021-08-30 18:27:29,IP Address,100,507,True,2021-08-30 18:27:30,R_6M4ciWNMDGV1WPD,anonymous,JA,1,参加することに同意します,いつも注意を払っている,"毎日,まったくない",どちらともいえない,かなり悪い,かなり悪い,どちらともいえない,かなり悪い,やや悪い,かなり悪い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,どの政党も支持していない,,自由民主党,4,男,64,大学・大学院,滋賀県,２００〜３９９万円,どちらともいえない,支持する,支持する,同意する,どちらかといえば、評価すると思う,何もない,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出なかった,いつまでの自衛隊とせずに軍隊として存続すべきである,,612d592c-f2d1-768f-3c64-36d5a3d5383c,101786124,1119,GMOResearch-Link,,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
2021-08-30 18:20:51,2021-08-30 18:27:51,IP Address,100,420,True,2021-08-30 18:27:52,R_1Nh71JnjyCLuWMR,anonymous,JA,0.89999997615814208984375,参加することに同意します,時々注意を払っている,"毎日,まったくない",かなり悪い,かなり悪い,やや悪い,かなり悪い,かなり悪い,どちらともいえない,かなり悪い,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,やや信頼することができる,やや信頼することができる,日本共産党,あまり熱心でない支持者,,2,女,26,大学・大学院,愛知県,１０００〜１１９９万円,どちらかといえば、評価しない,支持しない,どちらともいえない,どちらかといえば、同意する,どちらともいえない,何もない,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出た,何もない,,612d5998-1f72-beab-57b7-1c4ac181a79c,103511476,1119,GMOResearch-Link,,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,複数の死傷者が出ました
2021-08-30 18:25:36,2021-08-30 18:28:55,IP Address,100,199,True,2021-08-30 18:28:56,R_2znBz8GMtAWgpSp,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",どちらともいえない,どちらともいえない,どちらともいえない,やや良い,やや悪い,やや悪い,やや悪い,やや信頼することができる,かなり信頼することができる,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,自由民主党,あまり熱心でない支持者,,7,男,46,大学・大学院,千葉県,０〜１９９万円,どちらかといえば、評価しない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,頑張ってもらいたい,防衛大臣,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,特にない,,612d5acc-0522-ea00-ae83-fc9af6c5de09,25307537,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 18:26:10,2021-08-30 18:29:46,IP Address,100,215,True,2021-08-30 18:29:46,R_oYUPcFHojHaeiaJ,anonymous,JA,1,参加することに同意します,いつも注意を払っている,"毎日,まったくない",かなり悪い,かなり悪い,かなり悪い,かなり悪い,かなり悪い,やや悪い,かなり悪い,ほとんど信頼することができない,やや信頼することができる,ほとんど信頼することができない,ほとんど信頼することができない,やや信頼することができる,国民民主党,あまり熱心でない支持者,,4,男,56,大学・大学院,福井県,８００〜９９９万円,どちらかといえば、評価する,どちらかといえば、支持しない,支持しない,どちらかといえば、同意しない,どちらかといえば、評価しないと思う,日本人以外のことも考えるべき,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出た,なにもない,,612d5aed-872b-91f7-f529-13d71a489e23,101553416,1119,GMOResearch-Link,,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
